Mod:Item:MetaData, Localized Name
projectred-core:resource_item:506, Pink Illumar
projectred-core:resource_item:507, Grey Illumar
projectred-core:resource_item:508, Light Grey Illumar
projectred-core:resource_item:509, Cyan Illumar
projectred-core:resource_item:510, Purple Illumar
projectred-core:resource_item:511, Blue Illumar
projectred-core:resource_item:512, Brown Illumar
projectred-core:resource_item:513, Green Illumar
projectred-core:resource_item:514, Red Illumar
projectred-core:resource_item:515, Black Illumar
projectred-core:resource_item:600, Null-Logic Routing Chip
projectred-core:drawplate, Draw Plate
projectred-core:screwdriver, Screwdriver
projectred-core:multimeter, Multimeter
mw:tactical_push_backpack, Tactical Push Pack
mw:desert_tactical_push_backpack, (Desert) Tactical Push Pack
mw:combat_sustainment_backpack, Combat Sustainment Backpack
mw:forest_combat_sustainment_backpack, (Forest) Combat Sustainment Backpack
mw:blackhawk_stealth_backpack, Blackhawk Stealth Backpack
mw:urban_blackhawk_stealth_backpack, (Urban) Blackhawk Stealth Backpack
mw:forest_blackhawk_stealth_backpack, (Forest) Blackhawk Stealth Backpack
mw:assault_backpack, Assault Backpack
mw:urban_assault_backpack, (Urban) Assault Backpack
mw:forest_assault_backpack, (Forest) Assault Backpack
mw:tru_spec_cordura_backpack, Tru-Spec Cordura Backpack
mw:desert_tru_spec_cordura_backpack, (Desert) Tru-Spec Cordura Backpack
mw:black_tru_spec_cordura_backpack, (Black) Tru-Spec Cordura Backpack
mw:mil_spec_alice_backpack, Mil-Spec Alice Backpack
mw:desert_mil_spec_alice_backpack, (Desert) Mil-Spec Alice Backpack
mw:urban_mil_spec_alice_backpack, (Urban) Mil-Spec Alice Backpack
mw:duffle_bag, Duffle Bag
mw:tri_zip_backpack, Tri-Zip Backpack
mw:pilgrim_backpack, Pilgrim Backpack
mw:f4m_terminator_backpack, F4M Terminator Backpack
mw:urban_f4m_terminator_backpack, (Urban) F4M Terminator Backpack
mw:forest_f4m_terminator_backpack, (Forest) F4M Terminator Backpack
mw:bergen_backpack, Bergen Backpack
mw:forest_bergen_backpack, (Forest) Bergen Backpack
mw:urban_bergen_backpack, (Urban) Bergen Backpack
mw:sso_attack_2, SSO Attack II Backpack
mw:forest_sso_attack_2, (Forest) SSO Attack II Backpack
mw:g2_gunslinger2_backpack, G2 Gunslinger II Backpack
mw:flyye_field_compact_plate_carrier, Flyye Field Compact Plate Carrier
mw:forest_flyye_field_compact_plate_carrier, (Forest) Flyye Field Compact Plate Carrier
mw:black_flyye_field_compact_plate_carrier, (Black) Flyye Field Compact Plate Carrier
mw:flyye_molle_rrv, Flyye Molle RRV
mw:black_flyye_molle_rrv, (Black) Flyye Molle RRV
mw:urban_flyye_molle_rrv, (Urban) Flyye Molle RRV
mw:force_recon_vest, Force Recon Vest
mw:forest_force_recon_vest, (Forest) Force Recon Vest
mw:urban_force_recon_vest, (Urban) Force Recon Vest
mw:black_force_recon_vest, (Black) Force Recon Vest
mw:umbrella_corp_vest, Umbrella Corp Vest
mw:hammer_down_vest, Hammer Down Vest
mw:hecu_vest, HECU Vest
mw:juggernaut_body_armor, Juggernaut Body Armor
mw:marine_vest, Marine Vest
mw:swat_vest, SWAT Vest
mw:fort_armor, 6B43 6A Body Armor
mw:viper_sf, (Black) Viper SF
mw:viper_sf_green, (Forest) Viper SF
mw:viper_sf_desert, (Desert) Viper SF
mw:blackhawk_ballistic_vest, Blackhawk Ballistic Vest
mw:scar_vest, item.mw_scar_vest.name
mw:leadore, Lead Ore
mw:leadingot, Lead Ingot
mw:copperore, Copper Ore
mw:copperingot, Copper Ingot
mw:graphiteore, Graphite Ore
mw:graphitechunk, Graphite Chunk
mw:tinore, Tin Ore
mw:tiningot, Tin Ingot
mw:sulfurore, Sulfur Ore
mw:sulfurdust, Sulfur Dust
mw:steeldust, Steel Dust
mw:steelingot, Steel Ingot
mw:gunmetalingot, Gunmetal Ingot
mw:gunmetalplate, Gunmetal Plate
mw:gunmetalcomposite, Gunmetal Composite
mw:carboncomposite, Carbon Composite
mw:carbonfiber, Carbon Fiber
mw:syntheticpolymercomposite, Synthetic Polymer Composite
mw:syntheticplastic, Synthetic Plastic
mw:plasticplate, Plastic Plate
mw:santa_helmet, Santa Beret
mw:santa_chest, Santa Coat
mw:santa_boots, Santa Boots
mw:nazisanta_helmet, Third Reich Santa Hat
mw:nazisanta_chest, Third Reich Santa Coat
mw:nazisanta_boots, Third Reich Santa Boots
mw:spec_ops_helmet, Spec-Ops Helmet
mw:spec_ops_chest, Spec-Ops Torso
mw:spec_ops_boots, Spec-Ops Boots
mw:hecu_helmet, H.E.C.U. Helmet
mw:hecu_chest, H.E.C.U. Torso Fatigues
mw:hecu_boots, H.E.C.U. Boots
mw:juggernaut_helmet, Juggernaut Helmet
mw:juggernaut_chest, Juggernaut Chestpiece
mw:juggernaut_boots, Juggernaut Boots
mw:merc_helmet, Blackhawk Merc. Helmet
mw:merc_chest, Blackhawk Merc. Torso
mw:merc_boots, Blackhawk Merc. Boots
mw:stars_chest, S.T.A.R.S. Torso Fatigues
mw:stars_boots, S.T.A.R.S. Boots
mw:marine_helmet, Marine Helmet
mw:marine_chest, Marine Chestplate
mw:marine_boots, Marine Boots
mw:ncr_helmet, NCR helmet
mw:ncr_chest, NCR Fatigues
mw:ncr_boots, NCR Boots
mw:t60_helmet, T-60 Helmet
mw:t60_chest, T-60 ChestRig 
mw:t60_boots, T-60 Boots
mw:doom_helmet, item.doom_helmet.name
mw:doom_chest, item.doom_chest.name
mw:doom_boots, item.doom_boots.name
mw:spetznaz_helmet, Spetsnaz Helmet
mw:spetznaz_chest, Spetsnaz Chestplate
mw:spetznaz_boots, Spetsnaz Boots
mw:swat_helmet, Swat Helmet
mw:swat_chest, Swat Chestplate
mw:swat_boots, Swat Boots
mw:tactical_helmet, Tactical Nightvision Goggles
mw:m40gasmask_helmet, M40 Gas Mask
mw:umbrella_helmet, Umbrella Corp. Helmet
mw:umbrella_chest, Umbrella Corp. Chestpiece
mw:umbrella_boots, Umbrella Corp. Boots
mw:astronaut_helmet, item.Astronaut_helmet.name
mw:astronaut_chest, item.Astronaut_chest.name
mw:astronaut_boots, item.Astronaut_boots.name
mw:scar_helmet, SCAR Combat EVA Helmet
mw:scar_chest, SCAR Combat EVA Rig
mw:scar_boots, SCAR Combat EVA Boots
mw:kcpd_chest, KCPD vest
mw:kcpd_boots, KCPD boots
mw:mkvi_main_helmet, Spartan MkVI Helmet (Green)
mw:mkvi_main_chest, Spartan MkVI Chestpiece (Green)
mw:mkvi_main_boots, Spartan MkVI Boots (Green)
mw:mkvidefault_helmet, Spartan MkVI Helmet
mw:mkvidefault_chest, Spartan MkVI Chestpiece
mw:mkvidefault_boots, Spartan MkVI Boots
mw:mkviblue_helmet, Spartan MkVI Helmet (Blue)
mw:mkviblue_chest, Spartan MkVI Chestpiece (Blue)
mw:mkviblue_boots, Spartan MkVI Boots (Blue)
mw:mkvired_helmet, Spartan MkVI Helmet (Red)
mw:mkvired_chest, Spartan MkVI Chestpiece (Red)
mw:mkvired_boots, Spartan MkVI Boots (Red)
mw:mkv_default_helmet, Spartan MkV Helmet
mw:mkv_default_chest, Spartan MkV Chestpiece
mw:mkv_default_boots, Spartan MkV Boots
mw:mkv_green_helmet, Spartan MkV Helmet (Green)
mw:mkv_green_chest, Spartan MkV Chestpiece (Green)
mw:mkv_green_boots, Spartan MkV Boots (Green)
mw:mkv_blue_helmet, Spartan MkV Helmet (Blue)
mw:mkv_blue_chest, Spartan MkV Chestpiece (Blue)
mw:mkv_blue_boots, Spartan MkV Boots (Blue)
mw:mkv_red_helmet, Spartan MkV Helmet (Red)
mw:mkv_red_chest, Spartan MkV Chestpiece (Red)
mw:mkv_red_boots, Spartan MkV Boots (Red)
mw:mkv_default_odst_helmet, ODST Integ. MkV Helmet
mw:mkv_default_odst_chest, ODST Integ. MkV Chestpiece
mw:mkv_default_odst_boots, ODST Integ. MkV Boots
mw:mkv_green_odst_helmet, ODST Integ. MkV Helmet (Green)
mw:mkv_green_odst_chest, ODST Integ. MkV Chestpiece (Green)
mw:mkv_green_odst_boots, ODST Integ. MkV Boots (Green)
mw:mkv_blue_odst_helmet, ODST Integ. MkV Helmet (Blue)
mw:mkv_blue_odst_chest, ODST Integ. MkV Chestpiece (Blue)
mw:mkv_blue_odst_boots, ODST Integ. MkV Boots (Blue)
mw:mkv_red_odst_helmet, ODST Integ. MkV Helmet (Red)
mw:mkv_red_odst_chest, ODST Integ. MkV Chestpiece (Red)
mw:mkv_red_odst_boots, ODST Integ. MkV Boots (Red)
mw:fabdefensemount, FAB Defense Mount
mw:p90swordfish, P90 Swordfish Conversion Kit
mw:p90defaultkit, P90 Default Kit
mw:p90terminator, P90 Terminator Conversion Kit
mw:scarhandguard, Scar Handguard
mw:krissvectorhandguard, item.mw_KrissVectorHandguard.name
mw:krissvectorswordfish, item.mw_KrissVectorSwordfish.name
mw:krissvector556handguard, item.mw_KrissVector556Handguard.name
mw:acrhandguard, ACR Handguard
mw:m60handguard, M60 Handguard
mw:m60e4guard, M60E4 Handguard
mw:m249handguard, M249 Handguard
mw:stonerhandguard, Stoner A1 Handguard
mw:auga1, AUG A1 Conversion Kit
mw:auga2handguard, AUG A2 Handguard
mw:auga3handguard, AUG A3 Handguard
mw:ef88handguard, EF-88 Handguard
mw:augdefaultkit, AUG Default Kit
mw:augparaconversion, AUG PARA Conversion Kit
mw:auga3extguard, AUG A3 Extended Guard
mw:scarstock, Scar Stock
mw:scarhstock, Scar H Stock
mw:vectorstock, item.mw_VectorStock.name
mw:acrstock, ACR Stock
mw:m1014stock, M1014 Stock
mw:m4benellistock, M4Benelli Stock
mw:spas12stock, Spas12 Stock
mw:m249stock, M249 Stock
mw:utgtrirailhandguard, UTG Tri Rail Handguard
mw:mimp5mhandguard, MI MP5 Handguard
mw:mimp5trrail, MI MP5 TR Rail
mw:mimp5mrail, MI MP5 M Rail
mw:shotgunrail, Shotgun Rail
mw:kar98krail, Kar98K Rail
mw:m60rail, M60 Rail
mw:railriser, item.mw_RailRiser.name
mw:m1911slide, item.mw_M1911Slide.name
mw:m1911body, item.mw_M1911Body.name
mw:m191144magslide, item.mw_M191144MagSlide.name
mw:m191144magbody, item.mw_M191144MagBody.name
mw:m9a1slide, item.mw_M9A1Slide.name
mw:m9a1body, item.mw_M9A1Body.name
mw:samuraiedgeslide, item.mw_SamuraiEdgeSlide.name
mw:samuraiedgebody, item.mw_SamuraiEdgeBody.name
mw:samuraiedgeawbody, item.mw_SamuraiEdgeAWBody.name
mw:samuraiedgealbertext, item.mw_SamuraiEdgeAlbertExt.name
mw:deserteagleslide, item.mw_DesertEagleSlide.name
mw:deserteaglebody, item.mw_DesertEagleBody.name
mw:deserteaglelongbody, item.mw_DesertEagleLongBody.name
mw:mp5a5handguard, MP5A5 Handguard
mw:mp5sdhandguard, MP5SD Handguard
mw:mp5hoguegrip, MP5 Hogue Grip
mw:glockhoguegrip, Glock Hogue Grip
mw:glockhoguegriptan, Glock Hogue Grip (Tan)
mw:mp5a3stock, MP5A3 Stock
mw:mp5a4stock, MP5A4 Stock
mw:lvoavhandguard, LVOAV Handguard
mw:m38handguard, M38 Handguard
mw:mk18handguard, Mk18 Handguard
mw:m4magpulhandguard, M4 Magpul Handguard
mw:m4magpulhandguardtan, M4 Magpul Handguard (Tan)
mw:m4receiver, M4 Receiver
mw:vltorreceiver, VLTOR Receiver
mw:ar57receiver, AR-57 Receiver
mw:placeholder, item.mw_Placeholder.name
mw:p90placeholder, item.mw_P90Placeholder.name
mw:pistolplaceholder, item.mw_PistolPlaceholder.name
mw:gripplaceholder, item.mw_GripPlaceholder.name
mw:laserplaceholder, item.mw_LaserPlaceholder.name
mw:m4handguard, M4 Handguard
mw:ar57handguard, AR-57 Handguard
mw:ntw20guard, NTW-20 Handguard
mw:m16handguard, M16 Handguard
mw:m4carbinehandguard, M4 Carbine Handguard
mw:heraarmsgrip, Hera Arms Grip
mw:m4grip, M4 Grip
mw:m4griptan, M4 Grip (Tan)
mw:m4gripgray, M4 Grip (Gray)
mw:ak47grip, AK-47 Grip
mw:ak101grip, AK-101 Grip
mw:akergogrip, AK Ergo Grip
mw:ak47stock, AK-47 Stock
mw:rpkstock, RPK Stock
mw:ak101stock, AK-101 Stock
mw:collapsablemoestock, Collapsable MOE Stock
mw:magpulctrstock, Magpul CTR Stock
mw:magpulctrstocktan, Magpul CTR Stock (Tan)
mw:milspecstock, Mil-Spec Stock
mw:milspecstocktan, Mil-Spec Stock (Tan)
mw:heraarmsstock, Hera Arms Stock
mw:hk416stock, HK416 Stock
mw:m16stock, M16 Stock
mw:hk416stocktan, HK416 Stock (Tan)
mw:m16stocktan, M16 Stock (Tan)
mw:ak47handleguard, AK-47 Handguard
mw:ak101handguard, AK-101 Handguard
mw:akmagpulhandleguard, AK Magpul Handguard
mw:akmagpulhandleguardtan, AK Magpul Handguard (Tan)
mw:mlokhandguard, MLOK Handguard
mw:mlokextendedhandguard, MLOK Extended Handguard
mw:ak15handleguard, AK-15 Handguard
mw:rpk16handguard, RPK-16 Handguard
mw:ak47dustcover, AK-47 Dust Cover
mw:ak101dustcover, AK-101 Dust Cover
mw:rpkdustcover, RPK-16 Dust Cover
mw:veprdustcover, Vepr Dust Cover
mw:ak15dustcover, AK-15 Dust Cover
mw:m4frontsight, AR Front Iron Sight
mw:m60frontsight, M60E4 Front Iron Sight
mw:m38frontsight, M38 Front Sight
mw:pso1, PSO-1 Scope
mw:okp7, OKP-7 Sight
mw:reflex, 15 MOA Reflex
mw:bijiareflex, Bijia Reflex Sight
mw:acog, Trigicon ACOG 
mw:specter, Elcan Specter SFOV4-A1 
mw:holographic2, EOTech EXPS3-0 (Tan)
mw:holographicalt, EOTech 512 A65 Holographic (Black)
mw:eotechhybrid2, EOTech Hybrid 2
mw:vortex_sight, Vortex UH-1 Holographic
mw:microt1, Micro-T1 Sight
mw:aimpointcompm5, Aimpoint Comp M5 Sight
mw:rmrsight, RMR Sight
mw:kobra, 8-18 Kobra Sight
mw:hpscope, JPU HP 3-9x40 Scope
mw:nightraiderscope, Night Raider Scope
mw:m2a1_sight, M2A1 Sight
mw:f2000scope, FNPM 1.6x
mw:m202scope, item.mw_M202scope.name
mw:augscope, AUG Scope
mw:ma5dcover, MA5D ICWS Dust Cover
mw:br55scope, BR-DEMROS Scope
mw:dmrscope, M392-DHO-4M Scope
mw:srs99scope, item.mw_SRS99Scope.name
mw:silencer556x45, 5.56x45mm NATO Silencer
mw:silencer545x39, 5.45x39mm Silencer
mw:silencer762x39, 7.62x39mm Silencer
mw:m32barrel, M32 Extended Barrel
mw:rpkbarrel, RPK Barrel
mw:akiron, AK Front Sight
mw:silencer9mm, 9(x18/19)mm Silencer
mw:silencermp5, MP5 Silencer
mw:silencer9x39mm, 9x39mm Silencer
mw:silencer45acp, .45 ACP Silencer
mw:silencer_eabh, EABH Silencer
mw:silencer762x54, 7.62x54mm Silencer
mw:silencer762x51, 7.62x51mm NATO Silencer
mw:silencer50bmg, .50 BMG Silencer
mw:silencer556x39, 5.45x39mm Silencer
mw:akmiron, Standard Iron Sight
mw:kar98ksight, Karabiner Iron Sight
mw:ak15ironsight, AK12 Iron Sight
mw:silencermp7, 4.6x30mm Silencer
mw:silencer357, .357 Silencer
mw:silencer57x38, 5.7x28mm Silencer
mw:silencer12gauge, 12 Gauge Silencer
mw:silencer300aacblackout, .300 AAC Blackout Silencer
mw:silencer65x39, 6.5x39mm NATO Silencer
mw:laser, UTG Tactical Laser
mw:laser2, LD19206-IR Tactical Laser
mw:danwessonlaser, D&W Laser
mw:m1928grip, M1928 Grip
mw:m1a1grip, M1A1 Grip
mw:grip2, Grip
mw:junogrip, Juno Grip
mw:glock18cstock, G18C DRS-HS
mw:vp70stock, item.mw_VP70Stock.name
mw:angledgrip, Angled Grip
mw:stubbygrip, Stubby Grip
mw:vgrip, Foregrip
mw:bipod, Bipod
mw:auggrip, AUG Grip
mw:fatmangrip, item.mw_FatmanGrip.name
mw:fatmanrack, item.mw_FatmanRack.name
mw:mininukeattachment, item.mw_MiniNukeAttachment.name
mw:chainb, item.mw_ChainB.name
mw:chaina, item.mw_ChainA.name
mw:chain, item.mw_Chain.name
mw:g11action, item.mw_G11Action.name
mw:augaction, item.mw_AUGAction.name
mw:m32main1b, item.mw_M32Main1B.name
mw:m134barrels, item.mw_M134Barrels.name
mw:browningauto5action, item.mw_BrowningAuto5Action.name
mw:m1garandaction, item.mw_M1GarandAction.name
mw:m1garandmag, item.mw_M1GarandMag.name
mw:m1897pump, item.mw_M1897pump.name
mw:super90pump, item.mw_Super90Pump.name
mw:p226slide, item.mw_P226Slide.name
mw:pythonchamber, item.mw_PythonChamber.name
mw:magnumchamber, item.mw_MagnumChamber.name
mw:rhinochamber, item.mw_RhinoChamber.name
mw:acraction, item.mw_ACRAction.name
mw:m1014action, item.mw_M1014Action.name
mw:supernovaaction, item.mw_SupernovaAction.name
mw:supernovapump, item.mw_SupernovaPump.name
mw:acrrails, item.mw_ACRRails.name
mw:rpg7rocket, item.mw_RPG7rocket.name
mw:m202rockets, item.mw_m202rockets.name
mw:ssg42barrels, item.mw_SSG42Barrels.name
mw:chiappatriplecrownbarrels, item.mw_ChiappaTripleCrownBarrels.name
mw:quadbarrelshotgunbarrels, item.mw_QuadBarrelShotgunBarrels.name
mw:glgrenade, item.mw_GLgrenade.name
mw:m79grenade, item.mw_M79grenade.name
mw:gl06cartridge, item.mw_GL06Cartridge.name
mw:m79cartridge, item.mw_M79Cartridge.name
mw:m32cartridge, item.mw_M32Cartridge.name
mw:m56mag, item.mw_M56Mag.name
mw:har27mag, item.mw_HAR27Mag.name
mw:har27belt, item.mw_HAR27Belt.name
mw:har27action, item.mw_HAR27Action.name
mw:m41amag, item.mw_M41AMag.name
mw:type51mag, item.mw_Type51Mag.name
mw:mp43edoublebarrel, item.mw_MP43Edoublebarrel.name
mw:hs12barrels, item.mw_HS12Barrels.name
mw:m1873action, item.mw_M1873action.name
mw:type51action, item.mw_Type51Action.name
mw:f2000action, item.mw_F2000Action.name
mw:ma37action, item.mw_MA37Action.name
mw:m20action, item.mw_M20Action.name
mw:m392action, item.mw_M392Action.name
mw:srs99action, item.mw_SRS99Action.name
mw:ma5daction, item.mw_MA5DAction.name
mw:br55action, item.mw_BR55Action.name
mw:g36caction, item.mw_G36CAction.name
mw:sl8action, item.mw_SL8Action.name
mw:m1a1thompsonaction, item.mw_M1A1ThompsonAction.name
mw:kedraction, item.mw_KedrAction.name
mw:m1928thompsonaction, item.mw_M1928ThompsonAction.name
mw:m1a1thompsonsight, item.mw_M1A1ThompsonSight.name
mw:m1928sight, item.mw_M1928Sight.name
mw:csa16pump, item.mw_CSA16pump.name
mw:m45pump, item.mw_M45pump.name
mw:r870part, item.mw_R870part.name
mw:m82action, item.mw_m82action.name
mw:mp40action, item.mw_MP40action.name
mw:mp5a5action, item.mw_MP5A5action.name
mw:mg42belt, item.mw_mg42belt.name
mw:mg42latch, item.mw_mg42latch.name
mw:mg34latch, item.mw_mg34latch.name
mw:m60belt, item.mw_M60Belt.name
mw:stonerhatch, item.mw_StonerHATCH.name
mw:stonerbelt, item.mw_StonerBELT.name
mw:johnsonlmgaction, item.mw_JohnsonLMGACTION.name
mw:johnsonrifleaction, item.mw_JohnsonRifleAction.name
mw:johnsonriflesight, item.mw_JohnsonRifleSight.name
mw:stripperclip, item.mw_StripperClip.name
mw:stripperclipbullets, item.mw_StripperClipBullets.name
mw:ntw20barrel, item.mw_NTW20Barrel.name
mw:ntw20action, item.mw_NTW20Action.name
mw:m60hatch, item.mw_M60Hatch.name
mw:m249belt, item.mw_M249Belt.name
mw:m249hatch, item.mw_M249Hatch.name
mw:m249action, item.mw_M249Action.name
mw:mg42action, item.mw_mg42action.name
mw:scaraction, item.mw_ScarAction.name
mw:mk14ebraction, item.mw_Mk14EBRaction.name
mw:mk14ebrsight, item.mw_Mk14EBRsight.name
mw:stg44action, item.mw_STG44action.name
mw:g43gewehraction, item.mw_G43GewehrAction.name
mw:springfieldrearsight, item.mw_SpringfieldRearSight.name
mw:springfieldaction, item.mw_SpringfieldAction.name
mw:kar98kaction, item.mw_Kar98Kaction.name
mw:glock18cslide, item.mw_Glock18Cslide.name
mw:esa23slide, item.mw_ESA23Slide.name
mw:vp70slide, item.mw_VP70slide.name
mw:frommerstopaction, item.mw_FrommerStopAction.name
mw:frommersight, item.mw_FrommerSight.name
mw:apsslide, item.mw_APSslide.name
mw:glock19slide, item.mw_Glock19slide.name
mw:m712action, item.mw_M712action.name
mw:m45a1slide, item.mw_M45A1slide.name
mw:browninghipowerslide, item.mw_BrowningHiPowerSlide.name
mw:mp443slide, item.mw_MP443Slide.name
mw:vssvintorezaction, item.mw_VSSVintorezAction.name
mw:akaction, item.mw_AKaction.name
mw:ak12action, item.mw_AK12action.name
mw:volkaction, item.mw_Volkaction.name
mw:type2mag, item.mw_Type2Mag.name
mw:saiga12action, item.mw_Saiga12action.name
mw:saiga12sights, item.mw_Saiga12sights.name
mw:as50action, item.mw_AS50Action.name
mw:sccycpx2slide, item.mw_SCCYCPX2Slide.name
mw:m6cslide, item.mw_M6Cslide.name
mw:m6csocomsight, item.mw_M6CSOCOMsight.name
mw:m6csocomslide, item.mw_M6CSOCOMSlide.name
mw:albert01r_slide, item.mw_albert01R_slide.name
mw:uziaction, item.mw_UziAction.name
mw:uzirelease, item.mw_UziRelease.name
mw:uziironsight, item.mw_UziIronSight.name
mw:p10slide, item.mw_P10Slide.name
mw:p10frontsight, item.mw_P10frontsight.name
mw:m40a6boltaction, item.mw_M40A6BoltAction.name
mw:sv98boltaction, item.mw_SV98BoltAction.name
mw:l96action, item.mw_L96Action.name
mw:lp115bolt2, item.mw_LP115Bolt2.name
mw:l115mag, item.mw_L115Mag.name
mw:sv98barrelpiece, item.mw_SV98barrelpiece.name
mw:m500a2pump, item.mw_M500A2pump.name
mw:r870pump, item.mw_r870pump.name
mw:hescspump, item.mw_HESCSpump.name
mw:ks23pump, item.mw_KS23pump.name
mw:kragaction1, item.mw_KragAction1.name
mw:kragaction2, item.mw_KragAction2.name
mw:kragchamber, item.mw_KragChamber.name
mw:shotgunshell, 12 Gauge Shotgun Shell
mw:shotgun4gauge, item.mw_Shotgun4Gauge.name
mw:bullet, item.mw_Bullet.name
mw:laserprojectile, item.mw_LaserProjectile.name
mw:ma37mag, item.mw_MA37Mag.name
mw:m20mag, item.mw_M20Mag.name
mw:m392mag, item.mw_M392Mag.name
mw:srs99mag, item.mw_SRS99Mag.name
mw:ma5dmag, item.mw_MA5DMag.name
mw:br55mag, item.mw_BR55Mag.name
mw:m8a7mag, item.mw_M8A7Mag.name
mw:g36cmag, item.mw_G36CMag.name
mw:nv4mag, item.mw_NV4Mag.name
mw:m6cmag, item.mw_M6CMag.name
mw:m6csocommag, item.mw_M6CSOCOMMag.name
mw:p10mag, item.mw_P10Mag.name
mw:volkmag, item.mw_VolkMag.name
mw:ar15action, item.mw_AR15Action.name
mw:nv4action, item.mw_NV4Action.name
mw:brenaction, item.mw_BrenAction.name
mw:type2part, item.mw_Type2Part.name
mw:type2sight, item.mw_Type2Sight.name
mw:m110action, item.mw_M110Action.name
mw:ar15iron, AR Carry Handle
mw:extra, item.mw_Extra.name
mw:m4rail, item.mw_M4Rail.name
mw:magnumrail, item.mw_MagnumRail.name
mw:g36crail, item.mw_G36CRail.name
mw:railalt, item.mw_RailAlt.name
mw:aacrail, item.mw_AACRail.name
mw:m110rail, item.mw_M110Rail.name
mw:akpart, item.mw_AKpart.name
mw:akmuzzle, item.mw_AKmuzzle.name
mw:crimsonblood, item.mw_CrimsonBlood.name
mw:chrome, item.mw_Chrome.name
mw:godwillsit, item.mw_GodWillsIt.name
mw:murasaki, item.mw_Murasaki.name
mw:evangelion, item.mw_Evangelion.name
mw:grenade40mm, 40mm Grenade
mw:mininuke, Mini-Nuke
mw:m202rocket, M202 Rocket
mw:rpg7_rocket, RPG-7 Rocket
mw:energycase, EC 3rd.D Casing
mw:plasmacapsule, Type-2 Plasma Capsule
mw:bfgammo, Argent Plasma Capsule
mw:bullet3006springfield, .30-06 Springfield Bullet
mw:bullet8x58, 8x58mm Bullet
mw:bullet792x33kurz, 7.92x33 Kurz Bullet
mw:bullet50bmg, .50 BMG Bullet
mw:bullet20x82mm, 20x82mm Bullet
mw:bullet308winchester, .308 Winchester Bullet
mw:bullet792x57, 7.92x57mm Bullet
mw:bullet762x54, 7.62x54mmR Bullet
mw:bullet762x51, 7.62x51mm Bullet
mw:shotgun12gauge, 12 Gauge Shotgun Shell
mw:shotgun4g, 4 Gauge Shotgun Shell
mw:bullet762x35, 7.62x35mm Bullet
mw:bullet765x21, 7.65x21mm Bullet
mw:bullet762x39, 7.62x39mm Bullet
mw:bullet556x45, 5.56x45mm NATO Bullet
mw:bullet545x39, item.mw_Bullet545x39.name
